ID_Turno,Fecha,Actor_Final,Rol_Final,Grupo_Actor,HD_Score_Oro,HD_Clase_Oro,Evidencia_Oro,Lex_Score,Score_Fuera_De_Pliegue,Pred_Fuera_De_Pliegue,Acierta
RPM-2013-06-13:T46,2013-06-13,Enrique Marshall Rivera,Consejero,CONSEJO,-0.25,NEUTRAL,los datos muestran una trayectoria de desaceleración moderada,-0.5,-0.0704,NEUTRAL,SI
RPM-2013-08-13:T14,2013-08-13,Joaquín Vial Ruiz-Tagle,Consejero,CONSEJO,0.0,NEUTRAL,estima que debería incluirse una proyección en materia de riesgos,0.0,-0.0013,NEUTRAL,SI
RPM-2013-09-12:T57,2013-09-12,Sebastián Claro Edwards,Consejero,CONSEJO,0.0,NEUTRAL,"vota por mantener la Tasa de Política Monetaria en 5% anual, como también el sesgo del Comunicado",-0.1429,-0.1731,NEUTRAL,SI
RPM-2013-11-19:T17,2013-11-19,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.25,NEUTRAL,lo cual anticipa bajas tasas de crecimiento en los próximos meses,-0.6,-0.5456,DOVISH,NO
RPM-2014-01-16:T3,2014-01-16,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.0,NEUTRAL,el Senado aprobó el acuerdo referente al presupuesto para los próximos dos años,0.0,-0.1838,NEUTRAL,SI
RPM-2014-03-13:T22,2014-03-13,Sebastián Claro Edwards,Consejero,CONSEJO,0.0,NEUTRAL,la cesación de pago de la empresa china,0.0,0.1026,NEUTRAL,SI
RPM-2014-06-12:T6,2014-06-12,Pablo García Silva,Consejero,CONSEJO,0.0,NEUTRAL,la controversia judicial gira en torno a fondos tenedores de dichos bonos soberanos,0.0,-0.0383,NEUTRAL,SI
RPM-2014-08-14:T50,2014-08-14,Sebastián Claro Edwards,Consejero,CONSEJO,-0.75,DOVISH,"su voto es por bajar la TPM en 25 puntos base, a 3,5% anual",-0.75,-0.6361,DOVISH,SI
RPM-2014-10-16:T10,2014-10-16,Miguel Ricaurte Bermúdez,Economista Senior,STAFF,-0.25,NEUTRAL,precios más bajos de combustibles en adelante,-0.5385,-0.053,NEUTRAL,SI
RPM-2014-11-18:T23,2014-11-18,Rodrigo Vergara Montes,Presidente del Banco Central,CONSEJO,0.0,NEUTRAL,"es un discurso bastante razonable, que debe mantenerse",-0.6364,-0.1022,NEUTRAL,SI
RPM-2015-02-12:T45,2015-02-12,Pablo García Silva,Consejero,CONSEJO,0.0,NEUTRAL,su voto es por mantener la TPM en 3% anual,-0.0909,-0.0713,NEUTRAL,SI
RPM-2015-04-16:T29,2015-04-16,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,STAFF,0.0,NEUTRAL,su impacto estará concentrado en el sector minería de la Tercera Región,0.0,-0.0512,NEUTRAL,SI
RPM-2015-04-16:T44,2015-04-16,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,STAFF,0.0,NEUTRAL,el tipo de cambio real se ubicó en 93,0.0,-0.0034,NEUTRAL,SI
RPM-2015-07-14:T40,2015-07-14,Pablo García Silva,Consejero,CONSEJO,0.0,NEUTRAL,es preciso reestudiar el traspaso cambiarlo a inflación,0.0,0.2277,NEUTRAL,SI
RPM-2015-10-15:T54,2015-10-15,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,STAFF,-0.25,NEUTRAL,la información disponible da cuenta de un dinamismo acotado del empleo asalariado,0.0,-0.2419,NEUTRAL,SI
RPM-2015-11-12:T53,2015-11-12,Joaquín Vial Ruiz-Tagle,Consejero,CONSEJO,0.25,NEUTRAL,un sesgo al alza en el Comunicado,-0.6364,0.0024,NEUTRAL,SI
RPM-2005-05-12:T38,2005-05-12,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,HACIENDA,-0.5,DOVISH,No es muy comprensible el por qué el Consejo toma una estrategia tan marcadamente front low,0.3333,0.3405,NEUTRAL,NO
RPM-2005-05-12:T55,2005-05-12,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,0.5,HAWKISH,ir la tasa más agresivamente si la inflación se empieza a escapar,0.5,0.8831,HAWKISH,SI
RPM-2005-08-11:T33,2005-08-11,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,0.0,NEUTRAL,hasta ahora no se tiene mucha evidencia de que el tipo de cambio esté muy desanclado,0.0,0.0989,NEUTRAL,SI
RPM-2005-10-11:T40,2005-10-11,Esteban Jadresic Marinovic,Gerente de División Internacional,STAFF,0.5,HAWKISH,comparte el análisis de la Gerencia de División Estudios y la recomendación de un aumento de 25 puntos base,0.5556,0.2102,NEUTRAL,NO
RPM-2005-11-10:T5,2005-11-10,Pablo García Silva,Gerente de Análisis Macroeconómico,STAFF,0.0,NEUTRAL,la tasa de interés internacional ha aumentado,0.2632,0.3144,NEUTRAL,SI
RPM-2006-02-09:T41,2006-02-09,Enrique Marshall Rivera,Consejero,CONSEJO,0.75,HAWKISH,vota por subir la tasa de política monetaria en 25 puntos base,0.7647,0.9478,HAWKISH,SI
RPM-2006-10-12:T62,2006-10-12,Jorge Desormeaux Jiménez,Consejero,CONSEJO,-0.25,NEUTRAL,hemos asistido a una reducción de al menos US$ 10 en el precio del barril de petróleo,0.0,-0.1451,NEUTRAL,SI
RPM-2006-11-16:T10,2006-11-16,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.0,NEUTRAL,la visión de este escenario base es relativamente positiva,0.0,-0.5526,DOVISH,NO
RPM-2006-11-16:T44,2006-11-16,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,-0.25,NEUTRAL,sería recomendable cambiar en el comunicado la dirección de quitar el sesgo al alza de los comunicados previos,-0.3333,0.0437,NEUTRAL,SI
RPM-2007-02-08:T52,2007-02-08,Enrique Marshall Rivera,Consejero,CONSEJO,0.0,NEUTRAL,la orientación de la política monetaria debería continuar con el sello neutral que traía,0.0909,-0.7507,DOVISH,NO
RPM-2007-03-15:T63,2007-03-15,Manuel Marfán Lewis,Consejero,CONSEJO,-0.75,DOVISH,vota por una reducción de 25 puntos base en la tasa de política monetaria,-0.5556,0.6894,HAWKISH,NO
RPM-2007-07-12:T59,2007-07-12,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,0.75,HAWKISH,sea necesario volver a aumentar la Tasa de Política Monetaria en los meses siguientes,0.7808,0.9693,HAWKISH,SI
RPM-2007-09-13:T76,2007-09-13,Pablo García Silva,Gerente de División Política Financiera,STAFF,-0.5,DOVISH,significativo riesgo a la baja del crecimiento y las posibilidades de turbulencias financieras más graves,0.4286,-0.3819,NEUTRAL,NO
RPM-2007-10-11:T64,2007-10-11,Manuel Marfán Lewis,Consejero,CONSEJO,0.25,NEUTRAL,estará atento a monitorear la credibilidad de su meta de inflación,0.2,0.0459,NEUTRAL,SI
RPM-2007-11-13:T61,2007-11-13,Klaus Schmidt-Hebbel Dunker,Gerente de Investigación Económica,STAFF,0.25,NEUTRAL,la brecha de la Tasa de Política Monetaria respecto de su nivel neutral es aún negativa,0.0,-0.0613,NEUTRAL,SI
RPM-2008-01-10:T3,2008-01-10,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.5,DOVISH,se fortalecen las alternativas de nuevos recortes en las tasas Fed Fund,-0.6667,-0.3195,NEUTRAL,NO
RPM-2008-03-13:T104,2008-03-13,José De Gregorio Rebeco,Presidente del Banco Central,CONSEJO,0.0,NEUTRAL,"De acuerdo con la Ley de Transparencia, el Acta con el nombre de cada uno de los que expongan",0.0,0.0748,NEUTRAL,SI
RPM-2008-06-10:T30,2008-06-10,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.25,NEUTRAL,la capacidad de aumento de producción de la OPEP está prácticamente agotada,-0.5,-0.3262,NEUTRAL,SI
RPM-2008-09-04:T69,2008-09-04,José De Gregorio Rebeco,Presidente del Banco Central,CONSEJO,1.0,HAWKISH,"vota por subir la Tasa de Política Monetaria en 50 puntos base hasta 8,25% y mantener el sesgo al alza",0.6364,0.6345,HAWKISH,SI
RPM-2008-12-11:T100,2008-12-11,Enrique Marshall Rivera,Consejero,CONSEJO,-0.75,DOVISH,vota por bajar la Tasa de Política Monetaria en 25 puntos base para dejarla en un nivel de 8% anual,-0.5,-0.9062,DOVISH,SI
RPM-2008-12-11:T58,2008-12-11,Pablo García Silva,Gerente de División Estudios,STAFF,-0.25,NEUTRAL,"el de la demanda interna de menos 2,9%, que es bien intenso",0.0,-0.0609,NEUTRAL,SI
RPM-2009-02-12:T33,2009-02-12,Manuel Marfán Lewis,Consejero,CONSEJO,-0.25,NEUTRAL,el escenario del IPoM del mes de enero de 2009 quedó atrasado,0.0,-0.0108,NEUTRAL,SI
RPM-2009-02-12:T65,2009-02-12,Manuel Marfán Lewis,Consejero,CONSEJO,0.0,NEUTRAL,no es una moneda que se encuentre en un nivel confiable para poder medir nuestros fundamentales de largo plazo,-0.2,-0.0322,NEUTRAL,SI
RPM-2009-04-09:T56,2009-04-09,Pablo García Silva,Gerente de División Estudios,STAFF,0.0,NEUTRAL,el dato del precio del cobre refleja factores concretos de la economía china,0.0,-0.0048,NEUTRAL,SI
RPM-2009-06-16:T28,2009-06-16,Pablo García Silva,Gerente de División Estudios,STAFF,0.0,NEUTRAL,hay tres temas que influyen conceptualmente en la tasa larga,0.5556,0.3851,NEUTRAL,SI
RPM-2009-09-08:T12,2009-09-08,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.25,NEUTRAL,se ven rebotes importantes en el caso de la producción industrial destinada a inversión y en comercio mayorista,-0.3333,-0.0081,NEUTRAL,SI
RPM-2009-10-13:T38,2009-10-13,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.5,DOVISH," diciembre con un -0,8%",0.0,-0.2088,NEUTRAL,NO
RPM-2010-02-11:T43,2010-02-11,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.25,NEUTRAL,"la proyección para el primer trimestre se está corrigiendo al alza, desde 4,1% hasta 4,5%",0.0,-0.1277,NEUTRAL,SI
RPM-2010-03-18:T36,2010-03-18,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.25,NEUTRAL,"ha habido dos correcciones importantes al alza, que no se deben al terremoto",0.0,-0.0293,NEUTRAL,SI
RPM-2010-05-13:T27,2010-05-13,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.25,NEUTRAL,parte del mercado espera que el Consejo acuerde un alza en la TPM de 25 puntos base en esta Reunión,0.3333,-0.0404,NEUTRAL,SI
RPM-2010-07-15:T36,2010-07-15,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.25,NEUTRAL,se tiene una brecha todavía bastante abierta en el año 2011,-0.3333,-0.013,NEUTRAL,SI
RPM-2010-08-12:T84,2010-08-12,José De Gregorio Rebeco,Presidente del Banco Central,CONSEJO,0.5,HAWKISH,"su voto es por subir la TPM en 50 puntos base, para llevarla a 2%",-0.2,0.8037,HAWKISH,SI
RPM-2010-11-16:T91,2010-11-16,Luis Óscar Herrera Barriga,Gerente de División Estudios,STAFF,0.25,NEUTRAL,continúan las señales de crecimiento moderado en las economías desarrolladas,0.6,0.6588,HAWKISH,NO
RPM-2010-12-16:T61,2010-12-16,Rodrigo Vergara Montes,Consejero,CONSEJO,0.75,HAWKISH,"su voto es por subir la TPM en 25 puntos base hasta 3,25%",0.5,0.5903,HAWKISH,SI
RPM-2011-03-17:T22,2011-03-17,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.25,NEUTRAL,varios países han continuado con su proceso de normalización,0.4286,-0.0716,NEUTRAL,SI
RPM-2011-08-18:T64,2011-08-18,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.25,NEUTRAL,"los salarios continúan creciendo, en términos reales, en torno a 3% anual",-0.5556,-0.1047,NEUTRAL,SI
RPM-2011-11-15:T53,2011-11-15,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.25,NEUTRAL,"dada la estrechez del mercado laboral, la dinámica de ajustes de salarios persistirá",0.0,-0.0159,NEUTRAL,SI
RPM-2011-12-13:T29,2011-12-13,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.5,DOVISH,la actividad de octubre sorprendió a la baja,-0.3333,-0.0803,NEUTRAL,NO
RPM-2012-01-12:T47,2012-01-12,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.25,NEUTRAL,los costos laborales unitarios tiendan a caer en términos anuales,0.2,-0.001,NEUTRAL,SI
RPM-2012-03-15:T75,2012-03-15,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.25,NEUTRAL,en la parte subyacente hubo alzas mayores que las estimadas anteriormente,0.0,-0.016,NEUTRAL,SI
RPM-2012-05-17:T13,2012-05-17,Kevin Cowan Logan,Gerente de División Política Financiera,STAFF,0.0,NEUTRAL,el financiamiento externo representa el 10% de los pasivos totales,0.0,-0.0348,NEUTRAL,SI
RPM-2012-06-14:T10,2012-06-14,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.25,NEUTRAL,confirman una moderación de ella en Estados Unidos de América y un retroceso en Europa,-0.6,-0.0161,NEUTRAL,SI
RPM-2012-07-12:T9,2012-07-12,Sebastián Claro Edwards,Consejero,CONSEJO,0.0,NEUTRAL,"estima que, en la práctica, son difíciles de llevar a cabo",0.0,0.0292,NEUTRAL,SI
RPM-2012-10-18:T8,2012-10-18,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.0,NEUTRAL,México ha ganado competitividad respecto a China,0.5,-0.0048,NEUTRAL,SI
RPM-2013-02-14:T68,2013-02-14,Joaquín Vial Ruiz-Tagle,Consejero,CONSEJO,0.0,NEUTRAL,no hay cambios sustantivos en la situación económica ni en el balance de riesgos sobre la inflación,-0.3333,-0.1533,NEUTRAL,SI
RPM-2013-04-11:T33,2013-04-11,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.25,NEUTRAL,se trataría de una acumulación indeseada de inventarios,0.0,-0.0811,NEUTRAL,SI
RPM-2013-05-16:T46,2013-05-16,Joaquín Vial Ruiz-Tagle,Consejero,CONSEJO,0.0,NEUTRAL,Europa continúa en recesión y Estados Unidos de América da señales de recuperación,-0.8,-0.4461,NEUTRAL,SI
RPM-2013-06-13:T44,2013-06-13,Sebastián Claro Edwards,Consejero,CONSEJO,-0.25,NEUTRAL,"su desaceleración no se ha detenido, como tampoco se ha revertido en el margen",-0.6667,-0.3954,DOVISH,NO
RPM-2013-10-17:T13,2013-10-17,Enrique Marshall Rivera,Consejero,CONSEJO,-0.25,NEUTRAL,un escenario con tasas de interés de corto plazo muy bajas,0.0,0.0145,NEUTRAL,SI
RPM-2013-12-12:T44,2013-12-12,Beltrán de Ramón Acevedo,Gerente de División Operaciones Financieras,STAFF,-0.75,DOVISH,considera como supuesto de trabajo una rebaja adicional de la TPM en los próximos meses,-0.3333,-0.4295,DOVISH,SI
RPM-2014-02-18:T36,2014-02-18,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.5,DOVISH,los datos recientes de actividad siguen mostrando un bajo dinamismo,-0.7647,-0.0255,NEUTRAL,NO
RPM-2014-06-12:T29,2014-06-12,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,STAFF,0.0,NEUTRAL,el sector asociado a la edificación de obras de ingeniería se encuentra más deprimido,0.0,-0.1052,NEUTRAL,SI
RPM-2014-07-15:T33,2014-07-15,Pablo García Silva,Consejero,CONSEJO,-0.25,NEUTRAL,están en niveles similares a los observados en el año 2011,-0.25,-0.4075,NEUTRAL,SI
RPM-2014-08-14:T22,2014-08-14,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,STAFF,-0.75,DOVISH,"una caída esperada de la inversión de 4,1% para el presente año",-0.3333,-0.5519,DOVISH,SI
RPM-2014-09-11:T44,2014-09-11,Alberto Arenas de Mesa,Ministro de Hacienda,HACIENDA,-0.75,DOVISH,el mercado espera en forma prácticamente unánime una reducción de la TPM,-0.6,-0.8468,DOVISH,SI
RPM-2014-11-18:T34,2014-11-18,Joaquín Vial Ruiz-Tagle,Consejero,CONSEJO,0.25,NEUTRAL,pondría en riesgo la credibilidad de nuestro compromiso con la meta de inflación,0.4286,-0.0077,NEUTRAL,SI
RPM-2015-01-15:T14,2015-01-15,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,STAFF,-0.25,NEUTRAL,"han empeorado desde la Reunión anterior, empujados por la incertidumbre política y económica en Grecia y Rusia",0.0,-0.0545,NEUTRAL,SI
RPM-2015-03-19:T52,2015-03-19,Sebastián Claro Edwards,Consejero,CONSEJO,0.0,NEUTRAL,la única opción válida en esta oportunidad es la de mantener la TPM en su nivel actual,0.25,-0.3312,NEUTRAL,SI
RPM-2015-04-16:T50,2015-04-16,Enrique Marshall Rivera,Vicepresidente del Banco Central,CONSEJO,0.0,NEUTRAL,refuerzan la idea de cierta debilidad en la demanda de crédito,0.0,-0.4896,DOVISH,NO
RPM-2015-09-15:T76,2015-09-15,Joaquín Vial Ruiz-Tagle,Consejero,CONSEJO,0.5,HAWKISH,"su voto es por subir la TPM 25 puntos base a 3,25%, incorporando un sesgo al alza",-0.1667,0.8678,HAWKISH,SI
RPM-2015-10-15:T31,2015-10-15,Alberto Naudon Dell'Oro,Gerente de División Estudios,STAFF,-0.25,NEUTRAL,aunque ha aumentado la probabilidad de ocurrencia de algunos riesgos consignados allí,0.0,0.0212,NEUTRAL,SI
RPM-2015-11-12:T29,2015-11-12,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,STAFF,0.0,NEUTRAL,las holguras de capacidad se han reducido en lo reciente,-0.6667,-0.1198,NEUTRAL,SI
RPM-2005-02-10:T61,2005-02-10,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,0.75,HAWKISH,su voto es por subir la tasa de política monetaria en 25 puntos base,0.7073,0.9545,HAWKISH,SI
RPM-2005-04-07:T53,2005-04-07,Manuel Marfán Lewis,Consejero,CONSEJO,0.25,NEUTRAL,las holguras se siguen reduciendo,0.0,0.9914,HAWKISH,NO
RPM-2005-12-13:T5,2005-12-13,Pablo García Silva,Gerente de Análisis Macroeconómico,STAFF,-0.25,NEUTRAL,el buen escenario externo se ha vuelto incluso más favorable y sus riesgos se han moderado,-0.1429,-0.0491,NEUTRAL,SI
RPM-2005-12-13:T56,2005-12-13,Klaus Schmidt-Hebbel Dunker,Gerente de Investigación Económica,STAFF,0.75,HAWKISH,la continuidad en la normalización de la política monetaria se justifica por dos razones,0.3333,0.6773,HAWKISH,SI
RPM-2006-05-11:T38,2006-05-11,Jorge Desormeaux Jiménez,Consejero,CONSEJO,0.0,NEUTRAL,"vota, en consecuencia, por mantener la tasa de política monetaria en 5%",-0.4118,0.4123,HAWKISH,NO
RPM-2006-08-10:T15,2006-08-10,Beltrán de Ramón Acevedo,Gerente de Mercados Financieros Nacionales,STAFF,0.0,NEUTRAL,"durante este mes se movió primero 7% después 13%, luego 7% y terminó en un 100% por la mantención de la tasa",0.0,0.0102,NEUTRAL,SI
RPM-2006-09-07:T50,2006-09-07,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,-0.5,DOVISH,la actividad económica se ha estado expandiendo a tasas menores de lo que se esperaba,0.7895,0.2145,NEUTRAL,NO
RPM-2006-11-16:T37,2006-11-16,Pablo García Silva,Gerente de División Política Financiera,STAFF,0.0,NEUTRAL,se dé una señal hacia una mayor neutralidad en el sesgo implícito de los movimientos futuros de la tasa de política monetaria,0.3333,-0.0058,NEUTRAL,SI
RPM-2006-12-14:T38,2006-12-14,Manuel Marfán Lewis,Consejero,CONSEJO,0.0,NEUTRAL,hay poca costumbre de realizar una medición con la tasa de ocupación,0.0,-0.0116,NEUTRAL,SI
RPM-2007-02-08:T49,2007-02-08,Esteban Jadresic Marinovic,Gerente de División Operaciones Financieras,STAFF,0.25,NEUTRAL,sugiere tener cautela y esperar a ver que ocurre con ella en los próximos meses,0.1429,-0.2012,NEUTRAL,SI
RPM-2007-03-15:T54,2007-03-15,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,0.25,NEUTRAL,la actividad interna había recobrado cierto dinamismo durante el cuarto trimestre del año pasado,0.2857,0.0257,NEUTRAL,SI
RPM-2007-04-12:T66,2007-04-12,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,0.25,NEUTRAL,considera que 25 puntos base no hará una gran diferencia,0.3143,0.218,HAWKISH,NO
RPM-2007-05-10:T33,2007-05-10,Manuel Marfán Lewis,Consejero,CONSEJO,0.0,NEUTRAL,"es conveniente resolver si se trata de un fenómeno idiosincrásico chileno, o de algo que responde más bien a fuerzas internacionales",0.5,0.0407,NEUTRAL,SI
RPM-2007-08-09:T3,2007-08-09,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.5,DOVISH,se ha observado una propagación de los problemas del sector hipotecario subprime de Estados Unidos de América,-0.4286,-0.6354,DOVISH,SI
RPM-2007-11-13:T55,2007-11-13,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.25,NEUTRAL,"en el caso de China, se observa claramente un aumento de la inflación",0.0,0.0065,NEUTRAL,SI
RPM-2007-11-13:T62,2007-11-13,Beltrán de Ramón Acevedo,Gerente de Mercados Financieros Nacionales,STAFF,0.25,NEUTRAL,le parece adecuado recomendar la mantención de la Tasa de Política Monetaria en el día de hoy,0.5556,0.1697,NEUTRAL,SI
RPM-2008-01-10:T41,2008-01-10,Sebastián Claro Edwards,Consejero,CONSEJO,0.5,HAWKISH,"estaría dispuesto a sumarse al voto de la mayoría, en caso que se apruebe la opción de subir la Tasa de Política Monetaria en 25 puntos base",0.3333,0.9347,HAWKISH,SI
RPM-2008-02-07:T30,2008-02-07,Manuel Marfán Lewis,Consejero,CONSEJO,0.0,NEUTRAL,"si el tipo de cambio real, en la línea azul de dicho gráfico, termina siendo más bajo que en las líneas roja o mostaza",0.0,0.0572,NEUTRAL,SI
RPM-2008-06-10:T88,2008-06-10,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.25,NEUTRAL,el otro elemento de riesgo que se considera es que esas proyecciones no incluyen efectos de segunda vuelta,0.5294,0.0788,NEUTRAL,SI
RPM-2008-07-10:T19,2008-07-10,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.25,NEUTRAL,"en el caso de Europa hubo bastante más ruido, incluso en algún momento hubo una expectativa de un ECS más hawkish",0.0,-0.2771,NEUTRAL,SI
RPM-2008-09-04:T3,2008-09-04,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.75,DOVISH,la destacada desaceleración de la actividad en la economía desarrollada se ve más marcada que lo previsto,-0.7143,-0.3172,NEUTRAL,NO
RPM-2009-01-08:T58,2009-01-08,Sebastián Claro Edwards,Consejero,CONSEJO,-0.75,DOVISH,constituye la principal justificación para iniciar una rebaja de tasas de interés,-0.6667,-0.4879,DOVISH,SI
RPM-2009-06-16:T65,2009-06-16,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.0,NEUTRAL,"industria, comercio, construcción, agricultura y una parte de servicios se están corrigiendo a la baja",0.0,-0.0823,NEUTRAL,SI
RPM-2009-08-13:T63,2009-08-13,Pablo García Silva,Gerente de División Estudios,STAFF,-0.5,DOVISH,es posible incorporar en el comunicado la posibilidad de medidas estimulativas adicionales,-0.625,-0.717,DOVISH,SI
RPM-2009-11-12:T12,2009-11-12,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.25,NEUTRAL,ponen una nota de cautela en la dinámica de crecimiento a mediano plazo,0.0,-0.0023,NEUTRAL,SI
RPM-2010-05-13:T56,2010-05-13,Enrique Marshall Rivera,Consejero,CONSEJO,0.0,NEUTRAL,"votando, por tanto, por mantener la TPM en su actual nivel de 0,50%",0.7143,0.3998,HAWKISH,NO
RPM-2010-06-15:T75,2010-06-15,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.5,HAWKISH,los modelos sugieren una trayectoria más front loaded para la tasa que lo que tiene el mercado,0.5556,0.2416,NEUTRAL,NO
RPM-2010-10-14:T8,2010-10-14,Luis Óscar Herrera Barriga,Gerente de División Estudios,STAFF,0.25,NEUTRAL,las economías emergentes continúan con crecimientos rápidos a medida que Estados Unidos crece en forma más lenta,0.0,-0.0215,NEUTRAL,SI
RPM-2010-11-16:T10,2010-11-16,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.25,NEUTRAL,la dinámica de crecimiento durante los últimos trimestres ha sido mayor en las economías emergentes que en las avanzadas,-0.3333,-0.0736,NEUTRAL,SI
RPM-2010-11-16:T15,2010-11-16,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.25,NEUTRAL,continúan acotadas y con cierta heterogeneidad en los movimientos en el margen,0.3333,0.0048,NEUTRAL,SI
RPM-2010-11-16:T68,2010-11-16,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.25,NEUTRAL,el consumo privado se corrige al alza de manera importante,0.0,-0.0542,NEUTRAL,SI
RPM-2010-11-16:T96,2010-11-16,Rodrigo Vergara Montes,Consejero,CONSEJO,0.75,HAWKISH,"su voto es por subir la TPM en 25 puntos base, para llevarla a 3%",0.2857,0.8873,HAWKISH,SI
RPM-2011-01-13:T9,2011-01-13,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.25,NEUTRAL,la depreciación de su moneda obedece al estrés a que se encuentra sometida,0.0,-0.1967,NEUTRAL,SI
RPM-2011-05-12:T81,2011-05-12,Luis Óscar Herrera Barriga,Gerente de División Estudios,STAFF,0.5,HAWKISH,"de adoptarse la decisión de subir la TPM en 50 puntos base, se recomienda modificar la última frase del Comunicado",0.5,0.8982,HAWKISH,SI
RPM-2011-06-14:T76,2011-06-14,Enrique Marshall Rivera,Consejero,CONSEJO,0.75,HAWKISH,"vota por subir la TPM en 25 puntos base, para dejarla en 5,25%",0.5,0.9287,HAWKISH,SI
RPM-2011-08-18:T3,2011-08-18,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.75,DOVISH,"los débiles datos de actividad en las economías desarrolladas, particularmente en Estados Unidos",0.0,-0.7272,DOVISH,SI
RPM-2011-10-13:T71,2011-10-13,Luis Óscar Herrera Barriga,Gerente de División Estudios,STAFF,-0.75,DOVISH,se mantienen las tensiones financieras de la Zona Euro,-0.3,-0.7299,DOVISH,SI
RPM-2011-12-13:T56,2011-12-13,Luis Óscar Herrera Barriga,Gerente de División Estudios,STAFF,-0.75,DOVISH,"hasta ahora, no han logrado revertir las agudas tensiones financieras de bancos y gobiernos",-0.6471,-0.4892,DOVISH,SI
RPM-2012-01-12:T55,2012-01-12,Luis Óscar Herrera Barriga,Gerente de División Estudios,STAFF,0.25,NEUTRAL,el entusiasmo de los mercados financieros genera una situación de demanda más expansiva,-0.3333,0.0037,NEUTRAL,SI
RPM-2012-02-14:T58,2012-02-14,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.25,NEUTRAL,los niveles de precios podrían caer levemente en el mes de febrero,0.0,-0.0546,NEUTRAL,SI
RPM-2012-02-14:T86,2012-02-14,Enrique Marshall Rivera,Consejero,CONSEJO,0.0,NEUTRAL,los argumentos en favor de la opción de mantener dicha Tasa son bastante decidores,-0.6,-0.3048,NEUTRAL,SI
RPM-2012-05-17:T43,2012-05-17,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.25,NEUTRAL,el mercado espera en forma casi unánime una mantención de la citada tasa en 5% anual,-0.3846,-0.3556,NEUTRAL,SI
