ID_Intervencion	Fecha	Actor	N_Op	Tipo	Antes	Despues	Justificacion
RPM-2009-04-09:2482:3	2009-04-09	Claudio Soto Gamboa	2	ESPACIO_INDEBIDO	 inflación , en genera	 inflación, en genera	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-04-09:2485:1	2009-04-09	Andrés Velasco Brañes	1	ESPACIO_INDEBIDO	 escenario , hoy día e	 escenario, hoy día e	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-04-09:2485:1	2009-04-09	Andrés Velasco Brañes	2	ESPACIO_INDEBIDO	 desenlace , respecto 	 desenlace, respecto 	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-04-09:2486:1	2009-04-09	José De Gregorio Rebeco	1	ESPACIO_INDEBIDO	 noviembre , diciembre	 noviembre, diciembre	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-04-09:2486:1	2009-04-09	José De Gregorio Rebeco	2	LETRA_CONFUNDIDA	De Gregario	De Gregorio	Apellido dañado por OCR. Medido en el corpus: «De Gregorio» aparece 1150 veces y «De Gregario» 41, siempre referido a la misma persona, José De Gregorio Rebeco, Presidente del Banco Central desde 2008. El campo Actor_Final de las filas afectadas dice «José De Gregorio Rebeco». Confusión de la o por la a en la penúltima sílaba. Mismo tratamiento que las 39 normalizaciones de nombre ya registradas (tipo LETRA_CONFUNDIDA).
RPM-2009-04-09:2486:1	2009-04-09	José De Gregorio Rebeco	3	PUNTUACION	es.	es,	Punto en vez de coma. Medido en el corpus: un punto seguido de espacio y de una palabra en minúscula aparece 109 veces; de esas, 18 son abreviaturas legítimas cuyo punto les pertenece («EE.UU.» 10, «hrs.» 6, «pp.» 1, «pb.» 1), 4 son basura de OCR tras el punto y 10 son palabras sueltas de margen o encabezados residuales («votación» 4, «interno» 3, «comentarios», «mencionada», «caso», «internamente»). Quedan 91 en que la oración continúa en minúscula y por tanto el punto no puede ser de cierre: la marca correcta es la coma. Cada caso se leyó uno por uno.
RPM-2009-04-09:2486:1	2009-04-09	José De Gregorio Rebeco	4	PUNTUACION	agrega.	agrega,	Punto en vez de coma: la oración continúa en minúscula («Entonces, agrega, si en ese mes tenemos una inflación…»). Es el segundo de dos puntos seguidos en el mismo tramo; el primero («Entonces.») se corrigió en esta misma ronda y el ancla de esa operación no alcanza hasta aquí.
RPM-2009-05-07:2512:2	2009-05-07	Sergio Lehmann Beresi	1	ESPACIO_INDEBIDO	emergentes . Enseguida	emergentes. Enseguida	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-05-07:2513:1	2009-05-07	Andrés Velasco Brañes	1	ESPACIO_INDEBIDO	us compras .	us compras.	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-05-07:2513:2	2009-05-07	Sergio Lehmann Beresi	1	ESPACIO_INDEBIDO	l respecto , el señor 	l respecto, el señor 	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-05-07:2513:2	2009-05-07	Sergio Lehmann Beresi	2	ESPACIO_INDEBIDO	 de fondos , recopilad	 de fondos, recopilad	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-05-07:2513:2	2009-05-07	Sergio Lehmann Beresi	3	ESPACIO_INDEBIDO	financiera .	financiera.	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-05-07:2517:1	2009-05-07	José De Gregorio Rebeco	1	ESPACIO_INDEBIDO	inicial. / . /	inicial. /. /	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-05-07:2517:1	2009-05-07	José De Gregorio Rebeco	2	LETRA_CONFUNDIDA	De Gregario	De Gregorio	Apellido dañado por OCR. Medido en el corpus: «De Gregorio» aparece 1150 veces y «De Gregario» 41, siempre referido a la misma persona, José De Gregorio Rebeco, Presidente del Banco Central desde 2008. El campo Actor_Final de las filas afectadas dice «José De Gregorio Rebeco». Confusión de la o por la a en la penúltima sílaba. Mismo tratamiento que las 39 normalizaciones de nombre ya registradas (tipo LETRA_CONFUNDIDA).
RPM-2009-05-07:2520:2	2009-05-07	Claudio Soto Gamboa	1	ESPACIO_INDEBIDO	l respecto , indica qu	l respecto, indica qu	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-05-07:2522:1	2009-05-07	Claudio Soto Gamboa	1	ESPACIO_INDEBIDO	damente. y .	damente. y.	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-05-07:2535:1	2009-05-07	Claudio Soto Gamboa	1	ESPACIO_INDEBIDO	delante. / ,	delante. /,	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-06-16:2565:2	2009-06-16	Beltrán de Ramón Acevedo	1	ESPACIO_INDEBIDO	al en 3,68 % y 3,73%, 	al en 3,68% y 3,73%, 	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-06-16:2567:3	2009-06-16	Sergio Lehmann Beresi	1	ESPACIO_INDEBIDO	posiciones , particula	posiciones, particula	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-06-16:2567:3	2009-06-16	Sergio Lehmann Beresi	2	ESPACIO_INDEBIDO	gers Index , PMI, de A	gers Index, PMI, de A	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-06-16:2580:1	2009-06-16	José De Gregorio Rebeco	1	ESPACIO_INDEBIDO	n elevadas ,	n elevadas,	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-06-16:2591:1	2009-06-16	Kevin Cowan Logan	1	ESPACIO_INDEBIDO	almente. r .	almente. r.	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-07-09:2622:4	2009-07-09	José De Gregorio Rebeco	1	ESPACIO_INDEBIDO	 trimestre .	 trimestre.	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-07-09:2633:1	2009-07-09	Manuel Marfán Lewis	1	SIMBOLO_SUELTO	oblemas. r . Sobre los	oblemas. Sobre los	"Espacio insertado antes del signo (§18: en español el signo va pegado a la palabra que lo precede). AMPLIADA en §32: el tramo contiene además una «r» suelta entre dos oraciones completas («...la que puede resolver ese tipo de problemas. [r.] Sobre los indicadores bursátiles...»), y como cae DENTRO de este tramo no se le puede apilar una operación propia (§15). Se quita también. Medido: la «r» suelta entre oraciones aparece 6 veces en 6 filas (2362:1, 2428:1 «r 4/», 2578:1 «r -», ésta, 3134:1, 4510:1 «r ""») y las 6 son residuo; a diferencia de la «V» de §8 ter (11 residuos contra 2 figuras legítimas), la «r» no tiene ningún uso legítimo atestiguado en el corpus. El Tipo pasa a SIMBOLO_SUELTO porque lo que sobrevive del arreglo es quitar un símbolo que sobra, no un espacio (§22)."
RPM-2009-08-13:2659:1	2009-08-13	Sergio Lehmann Beresi	1	ESPACIO_INDEBIDO	jemplifica , la caída 	jemplifica, la caída 	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-08-13:2673:2	2009-08-13	Claudio Soto Gamboa	1	ESPACIO_INDEBIDO	en general , el señor 	en general, el señor 	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-08-13:2673:2	2009-08-13	Claudio Soto Gamboa	2	ESPACIO_INDEBIDO	observando . El señor 	observando. El señor 	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-08-13:2674:1	2009-08-13	Claudio Soto Gamboa	1	ESPACIO_INDEBIDO	subyacente , ya que se	subyacente, ya que se	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-09-08:2699:4	2009-09-08	Claudio Soto Gamboa	1	ESPACIO_INDEBIDO	e -0,6%. / . En cuanto	e -0,6%. /. En cuanto	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-10-13:2744:3	2009-10-13	Beltrán de Ramón Acevedo	1	ESPACIO_INDEBIDO	5 ó 0,50%— , por lo qu	5 ó 0,50%—, por lo qu	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-10-13:2758:1	2009-10-13	José De Gregorio Rebeco	1	ESPACIO_INDEBIDO	Presidente ,señor José	Presidente,señor José	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2009-10-13:2758:1	2009-10-13	José De Gregorio Rebeco	2	PUNTUACION	ad.	ad,	Punto en vez de coma. Medido en el corpus: un punto seguido de espacio y de una palabra en minúscula aparece 109 veces; de esas, 18 son abreviaturas legítimas cuyo punto les pertenece («EE.UU.» 10, «hrs.» 6, «pp.» 1, «pb.» 1), 4 son basura de OCR tras el punto y 10 son palabras sueltas de margen o encabezados residuales («votación» 4, «interno» 3, «comentarios», «mencionada», «caso», «internamente»). Quedan 91 en que la oración continúa en minúscula y por tanto el punto no puede ser de cierre: la marca correcta es la coma. Cada caso se leyó uno por uno.
RPM-2009-12-15:2809:4	2009-12-15	Sergio Lehmann Beresi	1	ESPACIO_INDEBIDO	a S&P 500— , el que ar	a S&P 500—, el que ar	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-01-14:2847:1	2010-01-14	Sergio Lehmann Beresi	1	ESPACIO_INDEBIDO	de dólares , luego exp	de dólares, luego exp	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-01-14:2852:2	2010-01-14	Sergio Lehmann Beresi	1	ESPACIO_INDEBIDO	 en cambio , se está v	 en cambio, se está v	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-03-18:2992:2	2010-03-18	Claudio Soto Gamboa	1	ESPACIO_INDEBIDO	es décimas , ya que se	es décimas, ya que se	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-04-15:3048:1	2010-04-15	Manuel Marfán Lewis	1	ESPACIO_INDEBIDO	on menores , habrá hol	on menores, habrá hol	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-04-15:3048:1	2010-04-15	Manuel Marfán Lewis	2	ESPACIO_INDEBIDO	á faltando . Agrega qu	á faltando. Agrega qu	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-04-15:3050:1	2010-04-15	José De Gregorio Rebeco	1	ESPACIO_INDEBIDO	te jornada . Señala en	te jornada. Señala en	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-04-15:3050:1	2010-04-15	José De Gregorio Rebeco	2	LETRA_CONFUNDIDA	De Gregario	De Gregorio	Apellido dañado por OCR. Medido en el corpus: «De Gregorio» aparece 1150 veces y «De Gregario» 41, siempre referido a la misma persona, José De Gregorio Rebeco, Presidente del Banco Central desde 2008. El campo Actor_Final de las filas afectadas dice «José De Gregorio Rebeco». Confusión de la o por la a en la penúltima sílaba. Mismo tratamiento que las 39 normalizaciones de nombre ya registradas (tipo LETRA_CONFUNDIDA).
RPM-2010-05-13:3089:2	2010-05-13	Kevin Cowan Logan	1	ESPACIO_INDEBIDO	a la banca , pero no s	a la banca, pero no s	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-05-13:3090:1	2010-05-13	Luis Opazo Roco	1	ESPACIO_INDEBIDO	a su cargo , como los 	a su cargo, como los 	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-07-15:3216:1	2010-07-15	Sergio Lehmann Beresi	1	ESPACIO_INDEBIDO	007 y 2008 . Por regió	007 y 2008. Por regió	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-07-15:3216:1	2010-07-15	Sergio Lehmann Beresi	2	ESPACIO_INDEBIDO	 paridades , el yuan y el franco suizo , que actua	 paridades, el yuan y el franco suizo, que actua	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-07-15:3216:1	2010-07-15	Sergio Lehmann Beresi	3	ESPACIO_INDEBIDO	o del yuan , indica qu	o del yuan, indica qu	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-07-15:3216:1	2010-07-15	Sergio Lehmann Beresi	4	ESPACIO_INDEBIDO	o del yuan .	o del yuan.	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-07-15:3217:2	2010-07-15	Sergio Lehmann Beresi	1	ESPACIO_INDEBIDO	o efectivo , da cuenta	o efectivo, da cuenta	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-07-15:3218:2	2010-07-15	Sergio Lehmann Beresi	1	ESPACIO_INDEBIDO	stituyeron , finalment	stituyeron, finalment	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-07-15:3221:2	2010-07-15	Sergio Lehmann Beresi	1	ESPACIO_INDEBIDO	 efectuado , particula	 efectuado, particula	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-07-15:3221:2	2010-07-15	Sergio Lehmann Beresi	2	ESPACIO_INDEBIDO	inancieras . Añade que	inancieras. Añade que	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-07-15:3222:1	2010-07-15	Sergio Lehmann Beresi	1	ESPACIO_INDEBIDO	n continúa , destacand	n continúa, destacand	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-07-15:3226:1	2010-07-15	Manuel Marfán Lewis	1	ESPACIO_INDEBIDO	más amplia . En cuanto	más amplia. En cuanto	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-07-15:3228:1	2010-07-15	Sergio Lehmann Beresi	1	ESPACIO_INDEBIDO	 generales , de acuerd	 generales, de acuerd	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-07-15:3241:2	2010-07-15	Kevin Cowan Logan	1	ESPACIO_INDEBIDO	 Forecasts ,la proyecc	 Forecasts,la proyecc	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-07-15:3242:1	2010-07-15	Pablo García Silva	1	ESPACIO_INDEBIDO	ributarios .	ributarios.	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-07-15:3244:1	2010-07-15	Claudio Soto Gamboa	1	ESPACIO_INDEBIDO	ublicación , lo que so	ublicación, lo que so	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2010-07-15:3244:1	2010-07-15	Claudio Soto Gamboa	2	ESPACIO_INDEBIDO	se explica , fundament	se explica, fundament	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
